year,share_D,share_R,diff
,,,
,,,
2004,0.464367816092,0.535632183908,-0.021509430351
2006,0.531034482759,0.468965517241,-0.00817021027476
2008,0.590804597701,0.409195402299,0.0344366847197
2010,0.44367816092,0.55632183908,-0.0215202984889
2012,0.462068965517,0.537931034483,-0.0422134623065
2014,0.432183908046,0.567816091954,-0.0393640544668
